name,year_authors,year,volume,url,title,publisher,pages,number,month,journal,doi,author,abstract,ENTRYTYPE,ID,issue,numpages,note,day,booktitle,address
10.1016_j.jnucmat.2016.07.048,2016--Tseplyaev-V-I-Starikov-S-V,2016,480,https://doi.org/10.1016%2Fj.jnucmat.2016.07.048,The atomistic simulation of pressure-induced phase transition in uranium mononitride,Elsevier BV,7--14,,nov,Journal of Nuclear Materials,10.1016/j.jnucmat.2016.07.048,V.I. Tseplyaev and S.V. Starikov,"In this work we studied the pressure-induced phase transition between different structures of uranium mononitride: cubic Fm-3m-structure and rhombohedral  R-3m-structure. We used molecular dynamics together with a new interatomic potential developed for this purpose. We estimated phase diagram of uranium mononitrde in a wide range of temperature and pressure using thermodynamic and mechanical criteria of stability. From simulations we see that at zero temperature the phase transition Fm-3m -> R-3m takes place at pressure about 35 GPa, which agrees well with the available experimental and theoretical data. Results of the calculations show that the lattice of rhombohedral phase becomes close to cubic structure with increase in temperature.",article,Tseplyaev_2016,,,,,,
10.1016_j.jnucmat.2017.08.025,2017--Beeler-B-Baskes-M-Andersson-D-et-al,2017,495,https://doi.org/10.1016%2Fj.jnucmat.2017.08.025,A modified Embedded-Atom Method interatomic potential for uranium-silicide,Elsevier BV,267--276,,nov,Journal of Nuclear Materials,10.1016/j.jnucmat.2017.08.025,Benjamin Beeler and Michael Baskes and David Andersson and Michael W.D. Cooper and Yongfeng Zhang,"Uranium-silicide (U-Si) fuels are being pursued as a possible accident tolerant fuel (ATF). This uranium alloy fuel benefits from higher thermal conductivity and higher fissile density compared to uranium dioxide (UO2). In order to perform engineering scale nuclear fuel performance simulations, the material properties of the fuel must be known. Currently, the experimental data available for U-Si fuels is rather limited. Thus, multiscale modeling efforts are underway to address this gap in knowledge. In this study, a semi-empirical modified Embedded-Atom Method (MEAM) potential is presented for the description of the U-Si system. The potential is fitted to the formation energy, defect energies and structural properties of U3Si2. The primary phase of interest (U3Si2) is accurately described over a wide temperature range and displays good behavior under irradiation and with free surfaces. The potential can also describe a variety of U-Si phases across the composition spectrum.",article,Beeler_2017,,,,,,
10.1016_j.jnucmat.2017.11.047,2018--Starikov-S-V-Kolotova-L-N-Kuksin-A-Y-et-al,2018,499,https://doi.org/10.1016%2Fj.jnucmat.2017.11.047,Atomistic simulation of cubic and tetragonal phases of U-Mo alloy: Structure and thermodynamic properties,Elsevier BV,451--463,,feb,Journal of Nuclear Materials,10.1016/j.jnucmat.2017.11.047,S.V. Starikov and L.N. Kolotova and A.Yu. Kuksin and D.E. Smirnova and V.I. Tseplyaev,"We studied structure and thermodynamic properties of cubic and tetragonal phases of pure uranium and U-Mo alloys using atomistic simulations: molecular dynamics and density functional theory. The main attention was paid to the metastable γ0-phase that is formed in U-Mo alloys at low temperature. Structure of γ0-phase is similar to body-centered tetragonal (bct) lattice with displacement of a central atom in the basic cell along [001] direction. Such displacements have opposite orientations for part of the neighbouring basic cells. In this case, such ordering of the displacements can be designated as antiferro-displacement. Formation of such complex structure may be interpreted through forming of short U-U bonds. At heating, the tetragonal structure transforms into cubic γs-phase, still showing ordering of central atom displacements. With rise in temperature, γs-phase transforms to γ-phase with a quasi body-centered cubic (q-bcc) lattice. The local positions of uranium atoms in γ-phase correspond to γs-phase, however, orientations of the central atom displacements become disordered. Transition from γ0 to γ can be considered as antiferro-to paraelastic transition of order-disorder type. 

This approach to the structure description of uranium alloy allows to explain a number of unusual features found in the experiments: anisotropy of lattice at low temperature; remarkably high self-diffusion mobility in γ-phase; decreasing of electrical resistivity at heating for some alloys. In addition, important part of this work is the development of new interatomic potential for U-Mo system made with taking into account details of studied structures.",article,Starikov_2018,,,,,,
10.1016_j.jnucmat.2019.151893,2020--Byggmastar-J-Granberg-F,2020,528,https://doi.org/10.1016%2Fj.jnucmat.2019.151893,Dynamical stability of radiation-induced C15 clusters in iron,Elsevier BV,151893,,jan,Journal of Nuclear Materials,10.1016/j.jnucmat.2019.151893,J. Byggmästar and F. Granberg,"Density functional theory predicts clusters in the form of the C15 Laves phase to be the most stable cluster of self-interstitials in iron at small sizes. The C15 clusters can form as a result of irradiation, but their prevalence and survival in harsh irradiation conditions have not been thoroughly studied. Using a new bond-order potential optimised for molecular dynamics simulations of radiation damage, we explore the dynamical stability of the C15 clusters in iron under irradiation conditions. We find that small C15 clusters make up 5–20% of the interstitial clusters formed directly in cascades. In continuous irradiation, C15 clusters are frequently formed, after which they remain highly stable and grow by absorbing nearby single interstitial atoms. Growth of C15 clusters ultimately leads to collapse into dislocation loops, most frequently into 1/2 <111> loops and only rarely collapsing into <100> loops at low temperatures. The population, size, and collapse of C15 clusters during continuous irradiation correlates well with their formation energies relative to dislocation loops calculated at zero Kelvin.",article,Byggm_star_2020,,,,,,
10.1016_j.jpcs.2017.09.001,2018--Etesami-S-A-Asadi-E,2018,112,https://doi.org/10.1016%2Fj.jpcs.2017.09.001,Molecular dynamics for near melting temperatures simulations of metals using modified embedded-atom method,Elsevier BV,61--72,,jan,Journal of Physics and Chemistry of Solids,10.1016/j.jpcs.2017.09.001,S. A. Etesami and Ebrahim Asadi,"Availability of a reliable interatomic potential is one of the major challenges in utilizing molecular dynamics (MD) for simulations of metals at near the melting temperatures and melting point (MP). Here, we propose a novel approach to address this challenge in the concept of modified-embedded-atom (MEAM) interatomic potential; also, we apply the approach on iron, nickel, copper, and aluminum as case studies. We propose adding experimentally available high temperature elastic constants and MP of the element to the list of typical low temperature properties used for the development of MD interatomic potential parameters. We show that the proposed approach results in a reasonable agreement between the MD calculations of melting properties such as latent heat, expansion in melting, liquid structure factor, and solid-liquid interface stiffness and their experimental/computational counterparts. Then, we present the physical properties of mentioned elements near melting temperatures using the new MEAM parameters. We observe that the behavior of elastic constants, heat capacity and thermal linear expansion coefficient at room temperature compared to MP follows an empirical linear relation (α±β × MP) for transition metals. Furthermore, a linear relation between the tetragonal shear modulus and the enthalpy change from room temperature to MP is observed for face-centered cubic materials.",article,Etesami_2018,,,,,,
10.1016_j.matdes.2020.109123,2020--Miraz-A-S-M-Dhariwal-N-Meng-W-J-et-al,2020,196,https://doi.org/10.1016%2Fj.matdes.2020.109123,Development and application of interatomic potentials to study the stability and shear strength of Ti/TiN and Cu/TiN interfaces,Elsevier BV,109123,,nov,Materials & Design,10.1016/j.matdes.2020.109123,Abu Shama Mohammad Miraz and Nisha Dhariwal and W.J. Meng and Bala R. Ramachandran and Collin D. Wick,"A modified embedded atom method interatomic potential was developed to study semi-coherent metal/ceramic interfaces involving Cu, Ti and N. A genetic algorithm was used to fit the model parameters to the physical properties of the materials. To accurately describe interfacial interactions and shear, two-dimensional generalized stacking fault energy profiles for relevant slip systems were selected as one of the major parameterization targets for the models. The models were applied to study semi-coherent Ti(0001)/TiN(111) and Cu(111)/TiN(111) systems. Ti/TiN was stable with misfits accommodated away from the interface. Cu/TiN, in contrast, was more stable with misfits at the interface. A spiral pattern in the misfit dislocation networks was observed away from the Cu/TiN interface, similar to the metal/metal (111) semi-coherent interfaces. The theoretical shear strength calculated for Ti/TiN when the misfits were several layers away from the interface and for Cu/TiN with the misfit at the chemical interface, had reasonable agreement with experiment.",article,Miraz_2020,,,,,,
10.1016_j.matdes.2021.109560,2021--Huang-X-Liu-L-Duan-X-et-al,2021,202,https://doi.org/10.1016%2Fj.matdes.2021.109560,Atomistic simulation of chemical short-range order in HfNbTaZr high entropy alloy based on a newly-developed interatomic potential,Elsevier BV,109560,,apr,Materials & Design,10.1016/j.matdes.2021.109560,Xiusong Huang and Lehua Liu and Xianbao Duan and Weibing Liao and Jianjun Huang and Huibin Sun and Chunyan Yu,"Chemical short-range order (CSRO) in high entropy alloys (HEAs) has attracted interests recently and is believed to be capable for tuning their mechanical properties. However, the characterization of CSRO in HEAs through experimental methods remains challenging. In this work, a modified embedded-atom method interatomic potential with good accuracy for studying CSRO in HfNbTaTiZr alloy system was developed. By employing the potential, molecular dynamic/Monte Carlo simulation was performed to investigate the CSRO in HfNbTaZr HEA. The results indicated that Hf-Zr and Nb-Ta atom pairs were preferred in the BCC solid solution of HfNbTaZr, and a new type of CSRO with topological B2 order was predicted, which can help to understand the mechanical properties of HfNbTaZr HEA. It was also found that forming of CSRO was an incubation process for the precipitation in HfNbTaZr, implying the significance of CSRO on the phase stability or precipitation behavior of HEAs. The findings in the present work can help in understanding CSRO and establishing its relationship with precipitates in HEAs, and more topics related to CSRO and phase stability in HfNbTaTiZr alloy system can be further investigated by atomistic simulation.",article,Huang_2021,,,,,,
10.1016_j.mattod.2020.02.017,2020--Wang-P-Bu-Y-Liu-J-et-al,2020,37,https://doi.org/10.1016%2Fj.mattod.2020.02.017,Atomic deformation mechanism and interface toughening in metastable high entropy alloy,Elsevier BV,64--73,,jul,Materials Today,10.1016/j.mattod.2020.02.017,Peng Wang and Yeqiang Bu and Jiabin Liu and Qianqian Li and Hongtao Wang and Wei Yang,"Metastable high entropy alloy (HEA) with excellent properties have attracted extensive attentions recently. However, as a consequence of limited experiments of high-resolution transmission electron microscopy (HRTEM) and the difficulties of molecular dynamic (MD) simulations for the phase transformation process, the detailed atomic deformation mechanisms in the HEA is not well understood. We carry out the <i>in situ</i> HRTEM observation of the martensitic transformation process and find surprisingly wide phase interface between the parent and the martensite in a typical high strength and high elongation metastable HEA. One specific interatomic potential is developed for the metastable HEA and large-scale MD simulation is carried out to investigate the martensitic transformation process from body-centered cubic to hexagonal close packed structures. The whole processes of the stress-induced martensitic transformation (nucleation, incubation, bursting and propagating of the new phase) are well reproduced in the MD simulations, suggesting its good agreements with the HRTEM observations. The width of the phase interface mainly depends on the competition between interfacial energy and lattice distortion energy during the martensitic transformation process. This wide phase interface acts as a buffer to coordinate the martensitic transformation induced strain and as a buffer storage for dislocation gliding and pile-up. As a result, the metastable HEA achieves a high strength combined with a large tensile elongation. The revealed atomic-scale deformation and corresponding interatomic potential should be useful to guide the design in the new series of high-performance metastable alloy.",article,Wang_2020,,,,,,
10.1016_j.memsci.2012.12.019,2013--Shim-J-H-Ko-W-S-Kim-K-H-et-al,2013,430,https://doi.org/10.1016%2Fj.memsci.2012.12.019,Prediction of hydrogen permeability in V–Al and V–Ni alloys,Elsevier BV,234--241,,mar,Journal of Membrane Science,10.1016/j.memsci.2012.12.019,Jae-Hyeok Shim and Won-Seok Ko and Ki-Hyun Kim and Heung-Soon Lee and Young-Su Lee and Jin-Yoo Suh and Young Whan Cho and Byeong-Joo Lee,"A semi-empirical methodology for predicting the permeability of hydrogen in metallic alloys is proposed by combining an atomistic simulation and a thermodynamic calculation. An atomistic simulation based on a modified embedded-atom method interatomic potential and a CALPHAD-type thermodynamic calculation technique was used to predict the diffusivity and solubility of hydrogen, respectively. The approach was applied to the prediction of the hydrogen permeability in V–Al and V–Ni alloys that are promising for non-Pd hydrogen separation membranes. The predicted permeability of hydrogen decreases, as Al or Ni concentration increases in the alloys. The predicted permeability is in quite good agreement with experimental data available in literature, successfully reproducing the overall trend for the effect of alloying elements, which enables an alloy design of metallic hydrogen permeable membranes.",article,Shim_2013,,,,,,
10.1016_j.msea.2006.02.345,2007--Kim-Y-M-Lee-B-J,2007,449-451,https://doi.org/10.1016%2Fj.msea.2006.02.345,A semi-empirical interatomic potential for the Cu–Ti binary system,Elsevier BV,733--736,,mar,Materials Science and Engineering: A,10.1016/j.msea.2006.02.345,Young-Min Kim and Byeong-Joo Lee,"A semi-empirical atomic potential according to the second nearest-neighbor modified embedded-atom method, has been applied to obtain an interatomic potential for the Cu–Ti system based on the previously developed potentials for pure Cu and Ti. The potential describes thermodynamic properties and alloy behaviors of the Cu–Ti binary system fairly well. The procedure for the determination of potential parameter values and the performance of the optimized alloy potential are presented. The possibility and limitations of the potential for application to atomistic studies of Cu-based amorphous alloys are also discussed.",article,Kim_2007,,,,,,
10.1016_j.mtla.2019.100473,2019--Aslam-I-Baskes-M-I-Dickel-D-E-et-al,2019,8,https://doi.org/10.1016%2Fj.mtla.2019.100473,Thermodynamic and kinetic behavior of low-alloy steels: An atomic level study using an Fe-Mn-Si-C modified embedded atom method (MEAM) potential,Elsevier BV,100473,,dec,Materialia,10.1016/j.mtla.2019.100473,I. Aslam and M.I. Baskes and D.E. Dickel and S. Adibi and B. Li and H. Rhee and M. Asle Zaeem and M.F. Horstemeyer,"A quaternary element Modified Embedded Atom Method (MEAM) potential comprising Fe, Mn, Si, and C is developed by employing a hierarchical multiscale modeling paradigm to simulate low-alloy steels. Experimental information alongside first-principles calculations based on Density Functional Theory served as calibration data to upscale and develop the MEAM potential. For calibrating the single element potentials, the cohesive energy, lattice parameters, elastic constants, and vacancy and interstitial formation energies are used as target data. The heat of formation and elastic constants of binary compounds along with substitutional and interstitial formation energies serve as binary potential calibration data, while substitutional and interstitial pair binding energies aid in developing the ternary potential. Molecular dynamics simulations employing the developed potentials predict the thermal expansion coefficient, heat capacity, self-diffusion coefficients, and stacking fault energy for steel alloys comparable to those reported in the literature.",article,Aslam_2019,,,,,,
10.1016_j.scriptamat.2008.05.007,2008--Sa-I-Lee-B,2008,59,https://doi.org/10.1016%2Fj.scriptamat.2008.05.007,Modified embedded-atom method interatomic potentials for the Fe–Nb and Fe–Ti binary systems,Elsevier BV,595--598,6,sep,Scripta Materialia,10.1016/j.scriptamat.2008.05.007,I Sa and B Lee,"A semi-empirical interatomic potential formalism, the second-nearest-neighbor modified embedded-atom method (2NN MEAM), has been applied to obtain interatomic potentials for Fe–Nb and Fe–Ti systems based on the previously developed potentials for pure Fe, Nb and Ti. The present potentials generally reproduce the fundamental physical properties of the Fe–Nb and Fe–Ti systems accurately. The potentials can be easily combined with already-developed MEAM potentials for binary carbide or nitride systems and can be used to describe Fe–(Ti,Nb)–(C,N) multicomponent systems.",article,SA_2008,,,,,,
10.1016_j.scriptamat.2009.07.002,2009--Kang-K-H-Sa-I-Lee-J-C-et-al,2009,61,https://doi.org/10.1016%2Fj.scriptamat.2009.07.002,Atomistic modeling of the Cu–Zr–Ag bulk metallic glass system,Elsevier BV,801--804,8,oct,Scripta Materialia,10.1016/j.scriptamat.2009.07.002,K.-H. Kang and I. Sa and J.-C. Lee and E. Fleury and B.-J. Lee,"In order to investigate the phase separation behavior in Cu–Zr–Ag bulk metallic glasses (BMGs) on an atomic level, a modified embedded-atom interatomic method potential for the Cu–Zr–Ag system has been newly developed. A clear tendency of phase separation of Ag-rich phases could be observed in the supercooled liquid, in reasonable agreement with experimental information. The potential can be used for atomistic investigations of the effects of alloying element Ag on a wide range of amorphous properties of Cu–Zr BMG.",article,Kang_2009,,,,,,
10.1016_j.susc.2006.02.010,2006--Chamati-H-Papanicolaou-N-I-Mishin-Y-Papaconstantopoulos-D-A,2006,600,https://doi.org/10.1016%2Fj.susc.2006.02.010,Embedded-atom potential for Fe and its application to self-diffusion on Fe(100),Elsevier BV,1793--1803,9,may,Surface Science,10.1016/j.susc.2006.02.010,H. Chamati and N.I. Papanicolaou and Y. Mishin and D.A. Papaconstantopoulos,"We have constructed an embedded-atom potential for Fe by fitting to both experimental and first-principles results. The potential reproduces with satisfactory accuracy the lattice properties, surface energies and point defect energies for both BCC and the high temperature FCC phases of the metal. The potential was used in tandem with molecular-dynamics simulations to calculate the thermal expansion of both BCC-Fe and FCC-Fe, the phonon dispersion curves, mean-square displacements and surface relaxations of the element. In addition, we have studied self-diffusion of single adatoms on the BCC-Fe(1 0 0) surface at several temperatures. The migration energies and pre-exponential factors for three main diffusion mechanisms were determined and compared with available experimental data. We have found that the diagonal exchange diffusion process is energetically favored over the direct hopping mechanism and that its migration energy is close to the experimental value. Furthermore, the diffusion coefficient associated with the diagonal exchange diffusion process is about an order of magnitude higher than those of the hopping and the non-diagonal exchange mechanisms.",article,Chamati_2006,,,,,,
10.1016_s0022-3115(97)00304-8,1998--Devanathan-R-Diaz-de-la-Rubia-T-Weber-W-J,1998,253,https://doi.org/10.1016%2Fs0022-3115%2897%2900304-8,Displacement threshold energies in β-SiC,Elsevier BV,47--52,1-3,mar,Journal of Nuclear Materials,10.1016/s0022-3115(97)00304-8,R. Devanathan and T. Diaz de la Rubia and W.J. Weber,"We have calculated the displacement threshold energies (E<sub>d</sub>) for C and Si primary knock-on atoms (PKA) in β-SiC using molecular dynamic simulations. The interactions between atoms were modeled using a modified form of the Tersoff potential in combination with a realistic repulsive potential obtained from density-functional theory calculations. The simulation cell was cubic, contained 8000 atoms and had periodic boundaries. The temperature of the simulation was about 150 K. Our results indicate strong anisotropy in the E<sub>d</sub> values for both Si and C PKA. The displacement threshold for Si varies from about 36 eV along [001] to 113 eV along [111], while E<sub>d</sub> for C varies from 28 eV along [111] to 71 eV along [111]. These results are in good agreement with experimental observations.",article,Devanathan_1998,,,,,,
10.1016_s0039-6028(96)01154-5,1997--Liu-X-Y-Ohotnicky-P-P-Adams-J-B-et-al,1997,373,,Anisotropic surface segregation in Al-Mg alloys,Elsevier BV,357--370,2-3,mar,Surface Science,10.1016/s0039-6028(96)01154-5,Xiang-Yang Liu and P.P. Ohotnicky and J.B. Adams and C.Lane Rohrer and R.W. Hyland,"A set of embedded-atom method (EAM) potentials for Al-Mg alloys are developed using the ""force matching"" method. The potentials are fitted to both experimental data and a massive quantum mechanical database of atomic forces at finite temperatures. Using the potentials, Monte Carlo simulations are performed to study Mg segregation at different low-index surfaces of an Al alloy with 1–10 at% Mg. Surface enrichments of Mg of the order of 80% are found, and the segregation behavior is generally anisotropic. A set of discrete lattice-plane calculations, based on the nearest-neighbor broken-bond model corrected for strain energy, are shown to drastically reduce the anisotropy of surface segregation.",article,Liu_1997,,,,,,
10.1016_s0364-5916(02)00005-6,2001--Lee-B-J-Shim-J-H-Park-H-M,2001,25,https://doi.org/10.1016%2Fs0364-5916%2802%2900005-6,A semi-empirical atomic potential for the Fe-Cr binary system,Elsevier BV,527--534,4,dec,Calphad,10.1016/s0364-5916(02)00005-6,Byeong-Joo Lee and Jae-Hyeok Shim and Hyun Min Park,"A semi-empirical atomic potential, the second nearest-neighbor MEAM, has been applied to obtain an atomic potential for the Fe-Cr system, based on the previously developed potentials for pure Fe and Cr. The procedure for the determination of potential parameter values and the performance of the assessed alloy potential were also presented. It was shown that the potential describes the basic thermodynamic property and alloy behavior in the bcc solid solution successfully, as well as many physical properties of pure Fe and Cr. The limit in the applicability of the present potential is also discussed.",article,Lee_2001,,,,,,
10.1016_s1359-6454(00)00002-1,2000--Landa-A-Wynblatt-P-Siegel-D-J-et-al,2000,48,,Development of glue-type potentials for the Al-Pb system: phase diagram calculation,Elsevier BV,1753--1761,8,may,Acta Materialia,10.1016/s1359-6454(00)00002-1,A. Landa and P. Wynblatt and D.J. Siegel and J.B. Adams and O.N. Mryasov and X.-Y. Liu,"Empirical many-body potentials of the glue-type have been constructed for the Al–Pb system using the ""force matching"" method. The potentials are fitted to experimental data, physical quantities derived from ab initio linear muffin-tin orbitals calculations and a massive quantum mechanical database of atomic forces generated using ultrasoft pseudopotentials in conjunction with ab initio molecular statics simulations. Monte Carlo simulations using these potentials have been employed to compute an Al–Pb phase diagram which is in fair agreement with experimental data.",article,Landa_2000,,,,,,
10.1016_s1359-6454(00)00059-8,2000--Landa-A-Wynblatt-P-Johnson-E-Dahmen-U,2000,48,https://doi.org/10.1016%2Fs1359-6454%2800%2900059-8,Computer simulation of Pb/Al interfaces,Elsevier BV,2557--2563,10,jun,Acta Materialia,10.1016/s1359-6454(00)00059-8,A. Landa and P. Wynblatt and E. Johnson and U. Dahmen,"Monte Carlo simulation, in conjunction with glue-type empirical many-body potentials, has been used to model the structure of (111) and (100) Pb/Al interfaces as well as calculate their interfacial free energy. Vibrational contributions to the free energy were accounted for within the framework of the local harmonic approximation, and configurational free energy was described on the basis of a point approximation for the entropy of mixing. The calculated free energy ratios for the Pb/Al 100 and 111 interfaces are in good agreement with recent high resolution transmission electron microscopy measurements performed in the range 500K < T < 600K. The simulations indicate a strong temperature dependence of the free energy ratios, from 1.10 at T=500K to 1.31 at T=0K. Comparison of the present results with previous calculations of the anisotropy of surface energy of pure Pb shows that the glue potential correctly reflects the large change in anisotropy which is observed experimentally between isolated Pb crystals and Pb crystals embedded in Al.",article,Landa_2000,,,,,,
10.1016_s1359-6454(00)00158-0,2000--Landa-A-Wynblatt-P-Siegel-D-J-et-al,2000,48,https://doi.org/10.1016%2Fs1359-6454%2800%2900158-0,Development of glue-type potentials for the Al–Pb system: phase diagram calculation,Elsevier BV,3621,13,aug,Acta Materialia,10.1016/s1359-6454(00)00158-0,A. Landa and P. Wynblatt and D.J. Siegel and J.B. Adams and O.N. Mryasov and X.-Y. Liu,,article,2000,,,,,,
10.1016_s1359-6454(01)00287-7,2001--Zhou-X-W-Wadley-H-N-G-Johnson-R-A-et-al,2001,49,https://doi.org/10.1016%2Fs1359-6454%2801%2900287-7,Atomic scale structure of sputtered metal multilayers,Elsevier BV,4005--4015,19,nov,Acta Materialia,10.1016/s1359-6454(01)00287-7,X.W. Zhou and H.N.G. Wadley and R.A. Johnson and D.J. Larson and N. Tabat and A. Cerezo and A.K. Petford-Long and G.D.W. Smith and P.H. Clifton and R.L. Martens and T.F. Kelly,"A combined theoretical and experimental approach has been used to study nanoscale CoFe/Cu/CoFe multilayer films grown by sputter deposition. Such films have applications in sensors that utilize the giant magnetoresistance effect, for example, read heads in high-density information storage devices. Atomistic simulations based on a molecular dynamics approach and an alloy form of the embedded atom method have been developed to accurately model the sputter deposition of the CoFe/Cu/CoFe multilayers. The simulations show that relatively flat interfaces are formed because of the energetic deposition conditions. However, significant intermixing at the CoFe-on-Cu interface, but not at the Cu-on-CoFe interface, was observed. An abnormal Fe depletion zone is also revealed at the CoFe-on-Cu interface. A three-dimensional atom probe method has been used for a nanoscale chemical analysis of the films. It provided direct verification of the simulations. The simulations have then been used to understand the mechanism responsible for the formation of the intermixing defects observed in the multilayers. A novel deposition technique is proposed which reduces both interfacial mixing and Fe depletion by controlling the incident adatom energies.",article,Zhou_2001,,,,,,
10.1016_s1359-6454(98)00038-x,1998--Liu-X-Y-Adams-J-B,1998,46,https://doi.org/10.1016%2Fs1359-6454%2898%2900038-x,Grain-boundary segregation in Al-10%Mg alloys at hot working temperatures,Elsevier BV,3467--3476,10,jun,Acta Materialia,10.1016/s1359-6454(98)00038-x,X.-Y. Liu and J.B. Adams,Monte-Carlo simulations are done to determine Mg enrichment at various grain-boundaries of Al–10%Mg alloys at hot working temperatures. The interatomic potentials used in the simulations are developed using the force-matching method. The Mg segregation levels at the grain-boundaries are found to vary from 20% to 40%. The segregation enrichment differences at different grain-boundary sites are explained in terms of atomic size and local hydrostatic stress. The segregation level varies strongly with [110] tilt boundaries from low to high angle while showing minimal variation with [100] twist boundaries. Segregation levels are found to have some correlation with grain-boundary energy. The effect on grain-boundary decohesion due to Mg segregation is found to be a modest (10--35%) reduction in fracture energy compared to the fracture energy in pure Al.,article,Liu_1998,,,,,,
10.1016_s1359-6454(99)00186-x,1999--Liu-X-Y-Liu-C-L-Borucki-L-J,1999,47,https://doi.org/10.1016%2Fs1359-6454%2899%2900186-x,A new investigation of copper's role in enhancing Al-Cu interconnect electromigration resistance from an atomistic view,Elsevier BV,3227--3231,11,sep,Acta Materialia,10.1016/s1359-6454(99)00186-x,X.-Y. Liu and C.-L. Liu and L.J. Borucki,"An explanation of why Cu prolongs the electromigration lifetime of Al–Cu interconnects in comparison to Al is provided based on atomistic calculations. Copper preferentially segregates to the grain-boundary (GB) interstitial sites. The overall GB diffusivity is reduced with Cu segregation at GB sites. Calculation results predict that in Al(Cu) lines, Cu will diffuse first, with Al diffusion essentially suppressed because of a higher diffusion activation energy. The activation energy for Cu incubation diffusion is calculated to be 0.95 eV. The predictions are in excellent agreement with experiments.",article,Liu_1999,,,,,,
10.1016_s1359-6462(01)01048-x,2001--Park-S-I-Lee-B-J-Lee-H-M,2001,45,https://doi.org/10.1016%2Fs1359-6462%2801%2901048-x,Estimation of order–disorder transition temperature in Pt–Co alloy by Monte Carlo simulation using modified embedded atom method,Elsevier BV,495--502,5,sep,Scripta Materialia,10.1016/s1359-6462(01)01048-x,Sung Il Park and Byeong-Joo Lee and Hyuck Mo Lee,,article,Park_2001,,,,,,
10.1017_cbo9781139003582,2009--Tadmor-E-B-Miller-R-E,2009,,https://doi.org/10.1017%2Fcbo9781139003582,Modeling Materials,Cambridge University Press,,,,,10.1017/cbo9781139003582,Ellad B. Tadmor and Ronald E. Miller,,book,Tadmor_2009,,,,,,
10.1021_acs.jctc.5b01194,2016--Stoller-R-E-Tamm-A-Beland-L-K-et-al,2016,12,https://doi.org/10.1021%2Facs.jctc.5b01194,Impact of Short-Range Forces on Defect Production from High-Energy Collisions,American Chemical Society (ACS),2871--2879,6,may,Journal of Chemical Theory and Computation,10.1021/acs.jctc.5b01194,R. E. Stoller and A. Tamm and L. K. Béland and G. D. Samolyuk and G. M. Stocks and A. Caro and L. V. Slipchenko and Yu. N. Osetsky and A. Aabloo and M. Klintenberg and Y. Wang,"Primary radiation damage formation in solid materials typically involves collisions between atoms that have up to a few hundred keV of kinetic energy. During these collisions, the distance between two colliding atoms can approach 0.05 nm. At such small atomic separations, force fields fitted to equilibrium properties tend to significantly underestimate the potential energy of the colliding dimer. To enable molecular dynamics simulations of high-energy collisions, it is common practice to use a screened Coulomb force field to describe the interactions and to smoothly join this to the equilibrium force field at a suitable interatomic spacing. However, there is no accepted standard method for choosing the parameters used in the joining process, and our results prove that defect production is sensitive to how the force fields are linked. A new procedure is presented that involves the use of ab initio calculations to determine the magnitude and spatial dependence of the pair interactions at intermediate distances, along with systematic criteria for choosing the joining parameters. Results are presented for the case of nickel, which demonstrate the use and validity of the procedure.",article,Stoller_2016,,,,,,
10.1021_acs.jpca.9b08723,2020--Zuo-Y-Chen-C-Li-X-et-al,2020,124,https://doi.org/10.1021%2Facs.jpca.9b08723,Performance and Cost Assessment of Machine Learning Interatomic Potentials,American Chemical Society (ACS),731--745,4,jan,The Journal of Physical Chemistry A,10.1021/acs.jpca.9b08723,Yunxing Zuo and Chi Chen and Xiangguo Li and Zhi Deng and Yiming Chen and Jörg Behler and Gábor Csányi and Alexander V. Shapeev and Aidan P. Thompson and Mitchell A. Wood and Shyue Ping Ong,"Machine learning of the quantitative relationship between local environment descriptors and the potential energy surface of a system of atoms has emerged as a new frontier in the development of interatomic potentials (IAPs). Here, we present a comprehensive evaluation of machine learning IAPs (ML-IAPs) based on four local environment descriptors—atom-centered symmetry functions (ACSF), smooth overlap of atomic positions (SOAP), the spectral neighbor analysis potential (SNAP) bispectrum components, and moment tensors—using a diverse data set generated using high-throughput density functional theory (DFT) calculations. The data set comprising bcc (Li, Mo) and fcc (Cu, Ni) metals and diamond group IV semiconductors (Si, Ge) is chosen to span a range of crystal structures and bonding. All descriptors studied show excellent performance in predicting energies and forces far surpassing that of classical IAPs, as well as predicting properties such as elastic constants and phonon dispersion curves. We observe a general trade-off between accuracy and the degrees of freedom of each model and, consequently, computational cost. We will discuss these trade-offs in the context of model selection for molecular dynamics and other applications.",article,Zuo_2020,,,,,,
